"Index","Var_name","Var_type","Estimate","Hit_Type","L_bound","U_bound","Distance_to_bound","Gradient"
86,"diff_coffs(4,8)","diff_coffs",2.4029512e-10,"Lower",0,4,2.4029512e-10,6.0725846e-07
91,"diff_coffs(4,13)","diff_coffs",1.9428563e-09,"Lower",0,4,1.9428563e-09,-1.1604588e-06
95,"diff_coffs(4,17)","diff_coffs",5.7296612e-11,"Lower",0,4,5.7296612e-11,-2.2908044e-06
97,"diff_coffs(4,19)","diff_coffs",1.3520085e-09,"Lower",0,4,1.3520085e-09,-3.207967e-08
98,"diff_coffs(4,20)","diff_coffs",6.6816885e-10,"Lower",0,4,6.6816885e-10,-6.7206484e-07
100,"diff_coffs(4,22)","diff_coffs",4.8620707e-10,"Lower",0,4,4.8620707e-10,2.2987263e-08
101,"diff_coffs(4,23)","diff_coffs",8.8704897e-09,"Lower",0,4,8.8704897e-09,5.4371736e-07
102,"diff_coffs(4,24)","diff_coffs",7.184271e-10,"Lower",0,4,7.184271e-10,-1.9105035e-08
104,"diff_coffs(4,26)","diff_coffs",1.3745312e-08,"Lower",0,4,1.3745312e-08,2.7830652e-08
1433,"region_rec_diffs(5,213)","region_rec_diffs",2.9999995,"Upper",-3,3,5.00000000069889e-07,2.5537448e-09
1891,"region_rec_diffs(7,113)","region_rec_diffs",-2.9999998,"Lower",-3,3,2.00000000116773e-07,1.3260495e-08
1911,"region_rec_diffs(7,133)","region_rec_diffs",-2.9999996,"Lower",-3,3,3.99999999789458e-07,5.1503358e-09
2365,"region_rec_diffs(9,29)","region_rec_diffs",2.9999997,"Upper",-3,3,2.99999999953116e-07,2.9723546e-08
2464,"region_rec_diffs(9,128)","region_rec_diffs",2.999999,"Upper",-3,3,1.00000000013978e-06,2.9345156e-08
2507,"region_rec_diffs(9,171)","region_rec_diffs",2.9999992,"Upper",-3,3,8.00000000023005e-07,-5.0030229e-09
2666,"bs_selcoff_gp:11(11,1,1,1)","bs_selcoff_gp",-19.999997,"Lower",-20,7,2.99999999953116e-06,1.0408005e-07
2680,"bs_selcoff_gp:13(13,1,1,5)","bs_selcoff_gp",-20,"Lower",-20,7,0,2.4300998e-06
2690,"bs_selcoff_gp:15(15,1,1,5)","bs_selcoff_gp",-20,"Lower",-20,7,0,2.9685307e-07
2730,"bs_selcoff_gp:23(23,1,1,5)","bs_selcoff_gp",-19.999328,"Lower",-20,7,0.00067200000000156,1.9510979e-06
2755,"bs_selcoff_gp:28(28,1,1,5)","bs_selcoff_gp",-20,"Lower",-20,7,0,-2.3474875e-06
2756,"bs_selcoff_gp:29(29,1,1,1)","bs_selcoff_gp",-20,"Lower",-20,7,0,-2.6379442e-07
3036,"tag_fish_rep(3)","tag_fish_rep",0.99,"Upper",0.001,0.99,0,-7.6509436e-11
3045,"tag_fish_rep(19)","tag_fish_rep",0.98999999,"Upper",0.001,0.99,9.99999993922529e-09,1.4131363e-09
3051,"tag_fish_rep(35)","tag_fish_rep",0.98999999,"Upper",0.001,0.99,9.99999993922529e-09,-1.5435786e-10
