"Index","Var_name","Var_type","Estimate","Hit_Type","L_bound","U_bound","Distance_to_bound","Gradient"
2,"diff_coffs(1,2)","diff_coffs",4.4526582e-10,"Lower",0,4,4.4526582e-10,0.041692013
3,"diff_coffs(1,3)","diff_coffs",1.4275294e-09,"Lower",0,4,1.4275294e-09,0.070432481
4,"diff_coffs(1,4)","diff_coffs",8.035419e-10,"Lower",0,4,8.035419e-10,0.0029273268
11,"diff_coffs(1,11)","diff_coffs",2.4576008e-09,"Lower",0,4,2.4576008e-09,-0.03780052
13,"diff_coffs(1,13)","diff_coffs",7.0104988e-10,"Lower",0,4,7.0104988e-10,-0.017282856
14,"diff_coffs(1,14)","diff_coffs",1.3027634e-08,"Lower",0,4,1.3027634e-08,0.04065763
15,"diff_coffs(1,15)","diff_coffs",3.9043879e-09,"Lower",0,4,3.9043879e-09,-0.0044799248
17,"diff_coffs(1,17)","diff_coffs",8.2451157e-11,"Lower",0,4,8.2451157e-11,-0.00061419231
20,"diff_coffs(1,20)","diff_coffs",5.1871352e-10,"Lower",0,4,5.1871352e-10,-0.038695515
21,"diff_coffs(1,21)","diff_coffs",2.0659596e-09,"Lower",0,4,2.0659596e-09,-0.00050775979
24,"diff_coffs(1,24)","diff_coffs",1.0850452e-09,"Lower",0,4,1.0850452e-09,-0.021492517
28,"diff_coffs(2,2)","diff_coffs",1.3133856e-09,"Lower",0,4,1.3133856e-09,0.04736178
30,"diff_coffs(2,4)","diff_coffs",8.4534646e-10,"Lower",0,4,8.4534646e-10,0.0054682422
32,"diff_coffs(2,6)","diff_coffs",7.7177531e-10,"Lower",0,4,7.7177531e-10,-0.038173699
34,"diff_coffs(2,8)","diff_coffs",1.9291035e-10,"Lower",0,4,1.9291035e-10,-0.017397663
37,"diff_coffs(2,11)","diff_coffs",1.9733559e-09,"Lower",0,4,1.9733559e-09,-0.035236677
38,"diff_coffs(2,12)","diff_coffs",7.9029228e-10,"Lower",0,4,7.9029228e-10,0.034793215
39,"diff_coffs(2,13)","diff_coffs",2.2099913e-09,"Lower",0,4,2.2099913e-09,-0.032335282
40,"diff_coffs(2,14)","diff_coffs",1.5333561e-08,"Lower",0,4,1.5333561e-08,0.043201707
41,"diff_coffs(2,15)","diff_coffs",2.870391e-09,"Lower",0,4,2.870391e-09,-0.0032039333
42,"diff_coffs(2,16)","diff_coffs",4.0244221e-09,"Lower",0,4,4.0244221e-09,0.047499891
43,"diff_coffs(2,17)","diff_coffs",6.3515415e-11,"Lower",0,4,6.3515415e-11,-0.00042844774
44,"diff_coffs(2,18)","diff_coffs",2.1485507e-08,"Lower",0,4,2.1485507e-08,0.060071627
46,"diff_coffs(2,20)","diff_coffs",4.5834647e-10,"Lower",0,4,4.5834647e-10,-0.034000578
48,"diff_coffs(2,22)","diff_coffs",2.5863423e-10,"Lower",0,4,2.5863423e-10,0.018066422
50,"diff_coffs(2,24)","diff_coffs",7.300569e-10,"Lower",0,4,7.300569e-10,-0.019314802
51,"diff_coffs(2,25)","diff_coffs",2.352824e-08,"Lower",0,4,2.352824e-08,-0.0085082931
52,"diff_coffs(2,26)","diff_coffs",3.3478251e-09,"Lower",0,4,3.3478251e-09,0.0002895161
54,"diff_coffs(3,2)","diff_coffs",6.015346e-10,"Lower",0,4,6.015346e-10,0.043658707
55,"diff_coffs(3,3)","diff_coffs",4.6997837e-09,"Lower",0,4,4.6997837e-09,0.13019238
57,"diff_coffs(3,5)","diff_coffs",1.2033261e-09,"Lower",0,4,1.2033261e-09,0.023754059
58,"diff_coffs(3,6)","diff_coffs",9.7798325e-10,"Lower",0,4,9.7798325e-10,-0.049139188
59,"diff_coffs(3,7)","diff_coffs",1.5381902e-08,"Lower",0,4,1.5381902e-08,-0.13268934
60,"diff_coffs(3,8)","diff_coffs",1.7585755e-10,"Lower",0,4,1.7585755e-10,-0.01726181
63,"diff_coffs(3,11)","diff_coffs",1.2771497e-09,"Lower",0,4,1.2771497e-09,-0.026566714
65,"diff_coffs(3,13)","diff_coffs",2.6532598e-09,"Lower",0,4,2.6532598e-09,-0.033071981
66,"diff_coffs(3,14)","diff_coffs",2.6740286e-09,"Lower",0,4,2.6740286e-09,0.019074784
67,"diff_coffs(3,15)","diff_coffs",1.7394224e-08,"Lower",0,4,1.7394224e-08,-0.0087304119
69,"diff_coffs(3,17)","diff_coffs",5.3127946e-11,"Lower",0,4,5.3127946e-11,-0.00043603698
70,"diff_coffs(3,18)","diff_coffs",6.9781942e-09,"Lower",0,4,6.9781942e-09,0.034857172
71,"diff_coffs(3,19)","diff_coffs",1.4596788e-09,"Lower",0,4,1.4596788e-09,0.0071061464
72,"diff_coffs(3,20)","diff_coffs",4.5343596e-10,"Lower",0,4,4.5343596e-10,-0.038302693
74,"diff_coffs(3,22)","diff_coffs",3.4003533e-10,"Lower",0,4,3.4003533e-10,0.020128005
76,"diff_coffs(3,24)","diff_coffs",7.4337758e-10,"Lower",0,4,7.4337758e-10,-0.020153123
78,"diff_coffs(3,26)","diff_coffs",1.6204967e-08,"Lower",0,4,1.6204967e-08,0.00083955056
79,"diff_coffs(4,1)","diff_coffs",2.7288447e-09,"Lower",0,4,2.7288447e-09,-0.009242112
80,"diff_coffs(4,2)","diff_coffs",4.1536952e-10,"Lower",0,4,4.1536952e-10,0.038050754
81,"diff_coffs(4,3)","diff_coffs",1.233843e-09,"Lower",0,4,1.233843e-09,0.06735212
83,"diff_coffs(4,5)","diff_coffs",7.3405548e-10,"Lower",0,4,7.3405548e-10,0.01996836
84,"diff_coffs(4,6)","diff_coffs",1.5031221e-09,"Lower",0,4,1.5031221e-09,-0.055667741
86,"diff_coffs(4,8)","diff_coffs",2.5990321e-10,"Lower",0,4,2.5990321e-10,-0.019201965
91,"diff_coffs(4,13)","diff_coffs",2.8355043e-09,"Lower",0,4,2.8355043e-09,-0.035408384
95,"diff_coffs(4,17)","diff_coffs",5.3210547e-11,"Lower",0,4,5.3210547e-11,-0.00046510214
97,"diff_coffs(4,19)","diff_coffs",1.3597965e-09,"Lower",0,4,1.3597965e-09,0.0068163572
98,"diff_coffs(4,20)","diff_coffs",6.6054939e-10,"Lower",0,4,6.6054939e-10,-0.047911768
100,"diff_coffs(4,22)","diff_coffs",4.7375548e-10,"Lower",0,4,4.7375548e-10,0.023434303
101,"diff_coffs(4,23)","diff_coffs",9.3922909e-09,"Lower",0,4,9.3922909e-09,-0.035039599
102,"diff_coffs(4,24)","diff_coffs",8.5320417e-10,"Lower",0,4,8.5320417e-10,-0.023204745
1294,"region_rec_diffs(5,74)","region_rec_diffs",2.9986056,"Upper",-3,3,0.00139440000000013,0.0016116356
1911,"region_rec_diffs(7,133)","region_rec_diffs",-2.9999996,"Lower",-3,3,3.99999999789458e-07,0.00059507888
2365,"region_rec_diffs(9,29)","region_rec_diffs",2.9999997,"Upper",-3,3,2.99999999953116e-07,2.0692986e-05
2666,"bs_selcoff_gp:11(11,1,1,1)","bs_selcoff_gp",-19.999992,"Lower",-20,7,8.00000000111822e-06,3.8351869e-05
2680,"bs_selcoff_gp:13(13,1,1,5)","bs_selcoff_gp",-20,"Lower",-20,7,0,-0.020013735
2690,"bs_selcoff_gp:15(15,1,1,5)","bs_selcoff_gp",-20,"Lower",-20,7,0,-0.0096328954
2755,"bs_selcoff_gp:28(28,1,1,5)","bs_selcoff_gp",-20,"Lower",-20,7,0,-0.0025658275
2756,"bs_selcoff_gp:29(29,1,1,1)","bs_selcoff_gp",-20,"Lower",-20,7,0,3.4656608e-06
3036,"tag_fish_rep(3)","tag_fish_rep",0.99,"Upper",0.001,0.99,0,3.2426451e-07
3045,"tag_fish_rep(19)","tag_fish_rep",0.98999999,"Upper",0.001,0.99,9.99999993922529e-09,2.5143944e-07
3051,"tag_fish_rep(35)","tag_fish_rep",0.98999997,"Upper",0.001,0.99,3.00000000397205e-08,6.4193822e-07
